HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Everton,Aston Villa,2012/2013,2013-02-02,M Jones,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,-5.0,41.0,20.0,5,19,56.0,56.0,31.0,31.0,5.0,2.0,6.0,4.0,2.0,0.0,-2.0,1.0,-1.0,0.0,2.0,0.0,-2.0,6.0,21.0,-14,0.0,0.0,3.0,2.0,0,0,0,0,7,25,25,Draw,3.0,3.0,0.0,6.0
Swansea,Aston Villa,2012/2013,2013-01-01,M Halsey,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,-1.0,-13.0,28.0,18.0,10,17,59.0,40.0,33.0,20.0,4.0,4.0,2.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,12.0,10.0,-7,19.0,13.0,0.0,0.0,0,0,0,0,6,21,21,Draw,2.0,2.0,0.0,4.0
Norwich,Aston Villa,2012/2013,2013-05-04,K Friend,2.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,-3.0,3.0,38.0,37.0,14,16,50.0,62.0,28.0,42.0,4.0,4.0,5.0,4.0,0.0,2.0,-2.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-6.0,1.0,-2,-12.0,-14.0,0.0,1.0,0,0,0,0,10,36,36,Home Loss,1.0,2.0,-1.0,3.0
Man United,Aston Villa,2012/2013,2013-04-22,A Taylor,4.0,2.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,81.0,34.0,1,17,67.0,64.0,33.0,35.0,9.0,0.0,8.0,2.0,2.0,0.0,-2.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,47.0,-16,3.0,-2.0,9.0,6.0,1,0,0,0,9,34,34,Home Win,3.0,0.0,3.0,3.0
Reading,Aston Villa,2012/2013,2013-03-09,J Moss,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,-5.0,-2.0,23.0,24.0,19,17,38.0,40.0,18.0,18.0,0.0,3.0,0.0,1.0,2.0,1.0,-3.0,1.0,-3.0,2.0,0.0,0.0,0.0,-3.0,-1.0,2,-2.0,0.0,-3.0,-1.0,0,0,1,0,8,29,29,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Everton,2012/2013,2013-05-05,M Oliver,2.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,7.0,2.0,54.0,59.0,7,6,95.0,58.0,61.0,35.0,7.0,1.0,7.0,2.0,-2.0,1.0,1.0,2.0,0.0,-2.0,0.0,1.0,-1.0,5.0,-5.0,1,37.0,26.0,6.0,5.0,1,0,0,0,10,36,36,Draw,0.0,0.0,0.0,0.0
Newcastle,Everton,2012/2013,2013-01-02,M Atkinson,2.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,-7.0,2.0,20.0,33.0,15,6,81.0,70.0,48.0,39.0,4.0,4.0,5.0,6.0,-1.0,-2.0,3.0,-1.0,-2.0,3.0,-2.0,-1.0,3.0,-9.0,-13.0,9,11.0,9.0,0.0,-1.0,0,0,0,0,6,21,21,Home Loss,1.0,2.0,-1.0,3.0
Stoke,Everton,2012/2013,2012-12-15,M Halsey,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,23.0,26.0,8,4,42.0,74.0,18.0,46.0,4.0,1.0,2.0,1.0,2.0,-2.0,0.0,1.0,-2.0,1.0,2.0,-1.0,-1.0,3.0,-3.0,4,-32.0,-28.0,3.0,1.0,0,0,0,0,5,17,17,Draw,1.0,1.0,0.0,2.0
Man City,Everton,2012/2013,2012-12-01,L Probert,4.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,8.0,0.0,32.0,22.0,2,6,81.0,91.0,37.0,55.0,3.0,3.0,2.0,1.0,2.0,-2.0,0.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,8.0,10.0,-4,-10.0,-18.0,0.0,1.0,1,0,0,0,5,15,15,Draw,1.0,1.0,0.0,2.0
Arsenal,Everton,2012/2013,2013-04-16,N Swarbrick,4.0,4.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,1.0,1.0,0.0,7.0,7.0,59.0,55.0,4,6,69.0,67.0,44.0,41.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,4.0,-2,2.0,3.0,6.0,2.0,1,0,0,0,9,33,33,Draw,0.0,0.0,0.0,0.0
Chelsea,Everton,2012/2013,2013-05-19,A Taylor,4.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,72.0,63.0,3,6,71.0,69.0,42.0,37.0,6.0,3.0,5.0,4.0,-1.0,1.0,0.0,2.0,-2.0,0.0,1.0,0.0,-1.0,2.0,9.0,-3,2.0,5.0,3.0,1.0,1,0,0,0,10,38,38,Home Win,2.0,1.0,1.0,3.0
Sunderland,Everton,2012/2013,2013-04-20,P Dowd,0.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,-1.0,5.0,34.0,56.0,16,6,47.0,59.0,25.0,34.0,1.0,7.0,2.0,7.0,-4.0,2.0,2.0,1.0,-3.0,2.0,-2.0,-1.0,3.0,-6.0,-22.0,10,-12.0,-9.0,-6.0,-5.0,0,0,0,0,9,34,34,Home Win,1.0,0.0,1.0,1.0
Norwich,Everton,2012/2013,2013-02-23,L Mason,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,-5.0,-1.0,29.0,42.0,14,6,54.0,68.0,27.0,40.0,3.0,3.0,4.0,4.0,-3.0,2.0,1.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,-4.0,-13.0,8,-14.0,-13.0,0.0,0.0,0,0,0,0,7,27,27,Home Win,2.0,1.0,1.0,3.0
Man United,Everton,2012/2013,2013-02-10,M Halsey,5.0,3.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,7.0,2.0,62.0,42.0,1,5,59.0,66.0,38.0,38.0,4.0,4.0,5.0,5.0,2.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,-2.0,0.0,5.0,20.0,-4,-7.0,0.0,0.0,0.0,1,0,0,0,7,26,26,Home Win,2.0,0.0,2.0,2.0
Tottenham,Everton,2012/2013,2013-04-07,A Marriner,3.0,3.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,57.0,51.0,4,6,72.0,64.0,43.0,39.0,3.0,6.0,3.0,3.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,6.0,-2,8.0,4.0,-3.0,0.0,1,0,0,0,9,32,31,Draw,2.0,2.0,0.0,4.0
West Ham,Everton,2012/2013,2012-12-22,A Taylor,2.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,-2.0,1.0,23.0,27.0,10,5,54.0,62.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,2.0,-4.0,2.0,0.0,-3.0,3.0,-3.0,-4.0,5,-8.0,-10.0,0.0,0.0,0,0,1,0,5,18,18,Home Loss,1.0,2.0,-1.0,3.0
Southampton,Everton,2012/2013,2013-01-21,N Swarbrick,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,22.0,37.0,15,5,42.0,67.0,23.0,37.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,3.0,-1.0,-1.0,-15.0,10,-25.0,-14.0,-3.0,-2.0,0,0,1,0,6,23,23,Draw,0.0,0.0,0.0,0.0
Liverpool,Sunderland,2012/2013,2013-01-02,P Dowd,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,28.0,22.0,9,13,92.0,60.0,54.0,39.0,2.0,5.0,2.0,3.0,1.0,0.0,-1.0,-1.0,2.0,-1.0,0.0,0.0,0.0,2.0,6.0,-4,32.0,15.0,-3.0,-1.0,1,0,0,0,6,21,21,Home Win,3.0,0.0,3.0,3.0
Newcastle,Sunderland,2012/2013,2013-04-14,H Webb,4.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,0.0,0.0,2.0,3.0,3.0,-4.0,-4.0,36.0,31.0,13,17,62.0,51.0,28.0,24.0,5.0,2.0,3.0,2.0,3.0,-3.0,0.0,0.0,1.0,-1.0,2.0,-2.0,0.0,0.0,5.0,-4,11.0,4.0,3.0,1.0,0,0,0,0,9,33,33,Home Loss,0.0,3.0,-3.0,3.0
QPR,Sunderland,2012/2013,2013-03-09,M Jones,0.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,3.0,-4.0,-3.0,20.0,30.0,20,14,51.0,48.0,26.0,27.0,1.0,7.0,3.0,6.0,-2.0,2.0,0.0,-1.0,2.0,-1.0,1.0,0.0,-1.0,-1.0,-10.0,6,3.0,-1.0,-6.0,-3.0,0,0,0,0,8,29,29,Home Win,3.0,1.0,2.0,4.0
Wigan,Sunderland,2012/2013,2013-01-19,A Taylor,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,1.0,0.0,3.0,2.0,-3.0,1.0,19.0,25.0,17,13,54.0,55.0,26.0,37.0,3.0,6.0,3.0,6.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-2.0,1.0,1.0,-4.0,-6.0,4,-1.0,-11.0,-3.0,-3.0,0,0,0,0,6,23,23,Home Loss,2.0,3.0,-1.0,5.0
West Brom,Sunderland,2012/2013,2013-02-23,R East,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,-1.0,2.0,37.0,29.0,8,12,51.0,54.0,25.0,34.0,7.0,1.0,10.0,4.0,-2.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-3.0,8.0,-4,-3.0,-9.0,6.0,6.0,0,0,0,0,7,27,27,Home Win,2.0,1.0,1.0,3.0
Aston Villa,Sunderland,2012/2013,2013-04-29,L Probert,2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,-1.0,2.0,34.0,37.0,17,14,54.0,48.0,33.0,26.0,5.0,2.0,3.0,2.0,2.0,-2.0,0.0,1.0,2.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,3,6.0,7.0,3.0,1.0,0,0,0,0,9,35,35,Home Win,6.0,1.0,5.0,7.0
Chelsea,Sunderland,2012/2013,2013-04-07,N Swarbrick,4.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,-4.0,55.0,31.0,3,17,85.0,54.0,55.0,27.0,9.0,0.0,6.0,2.0,3.0,-2.0,-1.0,1.0,1.0,-2.0,3.0,-2.0,-1.0,7.0,24.0,-14,31.0,28.0,9.0,4.0,1,0,0,0,9,31,32,Home Win,2.0,1.0,1.0,3.0
Norwich,Sunderland,2012/2013,2012-12-02,P Dowd,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,-2.0,16.0,13.0,13,16,49.0,61.0,25.0,34.0,3.0,3.0,2.0,4.0,2.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,2.0,-3.0,4.0,3.0,-3,-12.0,-9.0,0.0,-2.0,0,0,0,0,5,15,14,Home Win,2.0,1.0,1.0,3.0
Man United,Sunderland,2012/2013,2012-12-15,C Foy,4.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,-2.0,39.0,16.0,1,15,68.0,78.0,40.0,47.0,6.0,0.0,2.0,0.0,4.0,-2.0,-2.0,3.0,-1.0,-2.0,3.0,-1.0,-2.0,6.0,23.0,-14,-10.0,-7.0,6.0,2.0,1,0,0,0,5,17,17,Home Win,3.0,1.0,2.0,4.0
Tottenham,Sunderland,2012/2013,2013-05-19,A Marriner,3.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,4.0,-1.0,69.0,39.0,5,17,68.0,42.0,40.0,27.0,7.0,1.0,3.0,1.0,2.0,-2.0,0.0,1.0,2.0,-3.0,1.0,0.0,-1.0,5.0,30.0,-12,26.0,13.0,6.0,2.0,1,0,0,0,10,38,38,Home Win,1.0,0.0,1.0,1.0
Reading,Sunderland,2012/2013,2013-02-02,L Mason,2.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,20.0,29.0,17,11,28.0,47.0,17.0,32.0,0.0,3.0,0.0,3.0,-1.0,2.0,-1.0,-2.0,0.0,2.0,1.0,0.0,-1.0,1.0,-9.0,6,-19.0,-15.0,-3.0,-3.0,0,0,1,0,7,25,25,Home Win,2.0,1.0,1.0,3.0
Southampton,Sunderland,2012/2013,2012-12-22,H Webb,2.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,-2.0,15.0,16.0,16,16,72.0,72.0,40.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,-1.0,1.0,2.0,0.0,-2.0,6.0,-1.0,0,0.0,-5.0,0.0,0.0,0,0,1,0,5,17,18,Home Loss,0.0,1.0,-1.0,1.0
Fulham,Tottenham,2012/2013,2012-12-01,C Foy,2.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,3.0,-3.0,-2.0,17.0,23.0,11,5,51.0,64.0,35.0,36.0,0.0,6.0,1.0,5.0,-1.0,1.0,0.0,-2.0,3.0,-1.0,-2.0,3.0,-1.0,-1.0,-6.0,6,-13.0,-1.0,-6.0,-4.0,0,1,0,0,5,15,15,Home Loss,0.0,3.0,-3.0,3.0
Liverpool,Tottenham,2012/2013,2013-03-10,M Oliver,4.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,7.0,4.0,42.0,54.0,7,3,95.0,85.0,56.0,50.0,1.0,7.0,1.0,6.0,1.0,-2.0,1.0,-2.0,0.0,2.0,-2.0,1.0,1.0,3.0,-12.0,4,10.0,6.0,-6.0,-5.0,1,1,0,0,8,29,29,Home Win,3.0,2.0,1.0,5.0
QPR,Tottenham,2012/2013,2013-01-12,L Probert,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,2.0,4.0,0.0,1.0,3.0,0.0,-3.0,8.0,13.0,39.0,20,4,64.0,113.0,33.0,80.0,3.0,6.0,3.0,5.0,-2.0,0.0,2.0,-3.0,2.0,1.0,-2.0,-1.0,3.0,-11.0,-26.0,16,-49.0,-47.0,-3.0,-2.0,0,1,0,0,6,22,22,Draw,0.0,0.0,0.0,0.0
Wigan,Tottenham,2012/2013,2013-04-27,M Atkinson,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,-1.0,1.0,31.0,61.0,18,4,68.0,66.0,42.0,40.0,3.0,6.0,3.0,5.0,0.0,-1.0,1.0,-2.0,1.0,1.0,0.0,0.0,0.0,-2.0,-30.0,14,2.0,2.0,-3.0,-2.0,0,1,0,0,9,34,34,Draw,2.0,2.0,0.0,4.0
Stoke,Tottenham,2012/2013,2013-05-12,K Friend,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,-1.0,3.0,41.0,66.0,11,5,53.0,64.0,21.0,35.0,5.0,2.0,3.0,2.0,-2.0,0.0,2.0,-1.0,-2.0,3.0,0.0,-2.0,2.0,-4.0,-25.0,6,-11.0,-14.0,3.0,1.0,0,1,0,0,10,37,37,Home Loss,1.0,2.0,-1.0,3.0
West Brom,Tottenham,2012/2013,2013-02-03,M Clattenburg,1.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,-5.0,3.0,34.0,42.0,8,4,73.0,99.0,38.0,67.0,1.0,7.0,2.0,5.0,-3.0,1.0,2.0,-1.0,-2.0,3.0,-2.0,-2.0,4.0,-8.0,-8.0,4,-26.0,-29.0,-6.0,-3.0,0,1,0,0,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
Arsenal,Tottenham,2012/2013,2012-11-17,H Webb,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,-1.0,16.0,17.0,9,7,76.0,76.0,44.0,42.0,3.0,3.0,6.0,4.0,0.0,0.0,0.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,2.0,-1.0,2,0.0,2.0,0.0,2.0,1,1,0,0,4,12,12,Home Win,5.0,2.0,3.0,7.0
Aston Villa,Tottenham,2012/2013,2012-12-26,M Clattenburg,1.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,-5.0,4.0,18.0,30.0,16,7,47.0,77.0,25.0,49.0,1.0,7.0,1.0,5.0,-2.0,3.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-9.0,-12.0,9,-30.0,-24.0,-6.0,-4.0,0,1,0,0,5,19,19,Home Loss,0.0,4.0,-4.0,4.0
Chelsea,Tottenham,2012/2013,2013-05-08,M Dean,5.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,0.0,0.0,7.0,4.0,68.0,65.0,3,4,72.0,60.0,43.0,36.0,5.0,2.0,5.0,3.0,2.0,-1.0,-1.0,-2.0,0.0,2.0,1.0,-1.0,0.0,3.0,3.0,-1,12.0,7.0,3.0,2.0,1,1,0,0,10,36,36,Draw,2.0,2.0,0.0,4.0
Everton,Tottenham,2012/2013,2012-12-09,K Friend,2.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,23.0,26.0,7,3,73.0,61.0,45.0,32.0,3.0,3.0,1.0,2.0,-1.0,3.0,-2.0,-2.0,3.0,-1.0,-2.0,3.0,-1.0,-2.0,-3.0,4,12.0,13.0,0.0,-1.0,0,1,0,0,5,16,16,Home Win,2.0,1.0,1.0,3.0
Sunderland,Tottenham,2012/2013,2012-12-29,L Mason,2.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,7.0,22.0,33.0,13,6,65.0,83.0,43.0,58.0,1.0,4.0,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-6.0,-11.0,7,-18.0,-15.0,-3.0,-1.0,0,1,0,0,5,20,20,Home Loss,1.0,2.0,-1.0,3.0
Swansea,Tottenham,2012/2013,2013-03-30,A Taylor,3.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,2.0,-4.0,1.0,40.0,54.0,9,4,45.0,79.0,28.0,45.0,1.0,7.0,2.0,5.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-5.0,-14.0,5,-34.0,-17.0,-6.0,-3.0,0,1,0,0,8,31,31,Home Loss,1.0,2.0,-1.0,3.0
Norwich,Tottenham,2012/2013,2013-01-30,N Swarbrick,2.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,4.0,0.0,-8.0,7.0,26.0,41.0,13,4,47.0,107.0,21.0,76.0,4.0,4.0,3.0,4.0,-2.0,0.0,2.0,-2.0,1.0,1.0,-3.0,-1.0,4.0,-15.0,-15.0,9,-60.0,-55.0,0.0,-1.0,0,1,0,0,6,24,24,Draw,1.0,1.0,0.0,2.0
West Ham,Tottenham,2012/2013,2013-02-25,H Webb,2.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,-6.0,2.0,30.0,48.0,11,4,68.0,88.0,38.0,55.0,0.0,3.0,1.0,3.0,-1.0,-1.0,2.0,-3.0,-1.0,4.0,-1.0,-2.0,3.0,-8.0,-18.0,7,-20.0,-17.0,-3.0,-2.0,0,1,1,0,7,27,27,Home Loss,2.0,3.0,-1.0,5.0
Fulham,Newcastle,2012/2013,2012-12-10,L Mason,1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,4.0,-6.0,-2.0,17.0,17.0,13,14,51.0,72.0,32.0,36.0,3.0,3.0,6.0,4.0,-1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,2.0,-1.0,-4.0,0.0,-1,-21.0,-4.0,0.0,2.0,0,0,0,0,5,16,16,Home Win,2.0,1.0,1.0,3.0
QPR,Newcastle,2012/2013,2013-05-12,L Probert,1.0,4.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,2.0,2.0,3.0,2.0,-5.0,-8.0,25.0,38.0,20,17,68.0,61.0,29.0,32.0,1.0,7.0,0.0,2.0,-3.0,1.0,2.0,1.0,-2.0,1.0,-1.0,0.0,1.0,3.0,-13.0,3,7.0,-3.0,-6.0,-2.0,0,0,0,0,10,37,37,Home Loss,1.0,2.0,-1.0,3.0
Wigan,Newcastle,2012/2013,2013-03-17,M Halsey,0.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,-4.0,2.0,24.0,33.0,18,11,58.0,67.0,38.0,38.0,3.0,6.0,4.0,4.0,-3.0,1.0,2.0,0.0,1.0,-1.0,-2.0,2.0,0.0,-6.0,-9.0,7,-9.0,0.0,-3.0,0.0,0,0,0,0,8,29,30,Home Win,2.0,1.0,1.0,3.0
Stoke,Newcastle,2012/2013,2012-11-28,H Webb,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,-3.0,16.0,14.0,11,14,53.0,69.0,23.0,31.0,0.0,6.0,1.0,6.0,1.0,1.0,-2.0,0.0,-2.0,2.0,1.0,1.0,-2.0,4.0,2.0,-3,-16.0,-8.0,-6.0,-5.0,0,0,0,0,4,14,14,Home Win,2.0,1.0,1.0,3.0
West Brom,Newcastle,2012/2013,2013-04-20,M Jones,2.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,3.0,-3.0,-6.0,44.0,36.0,8,13,62.0,63.0,31.0,30.0,3.0,6.0,5.0,7.0,-2.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.0,3.0,8.0,-5,-1.0,1.0,-3.0,-2.0,0,0,0,0,9,33,34,Draw,1.0,1.0,0.0,2.0
Man City,Newcastle,2012/2013,2013-03-30,N Swarbrick,4.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,-1.0,0.0,59.0,33.0,2,14,68.0,57.0,43.0,29.0,9.0,0.0,8.0,2.0,1.0,1.0,-2.0,2.0,0.0,-2.0,0.0,1.0,-1.0,-1.0,26.0,-12,11.0,14.0,9.0,6.0,1,0,0,0,8,30,31,Home Win,4.0,0.0,4.0,4.0
