HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,HOME_TEAM_LAST_5_HOME_WINS,AWAY_TEAM_LAST_5_HOME_WINS,HOME_TEAM_LAST_5_HOME_DRAWS,AWAY_TEAM_LAST_5_HOME_DRAWS,HOME_TEAM_LAST_5_HOME_LOSSES,AWAY_TEAM_LAST_5_HOME_LOSSES,HOME_TEAM_LAST_5_AWAY_WINS,AWAY_TEAM_LAST_5_AWAY_WINS,HOME_TEAM_LAST_5_AWAY_DRAWS,AWAY_TEAM_LAST_5_AWAY_DRAWS,HOME_TEAM_LAST_5_AWAY_LOSSES,AWAY_TEAM_LAST_5_AWAY_LOSSES,HOME_TEAM_WINS_LAST_5,AWAY_TEAM_WINS_LAST_5,HOME_TEAM_DRAWS_LAST_5,AWAY_TEAM_DRAWS_LAST_5,HOME_TEAM_LOSSES_LAST_5,AWAY_TEAM_LOSSES_LAST_5,HOME_TEAM_GD_LAST_5,AWAY_TEAM_GD_LAST_5,HOME_TEAM_PTS,AWAY_TEAM_PTS,HOME_TEAM_POSITION,AWAY_TEAM_POSITION,HOME_TEAM_SHOTS_LAST_5,AWAY_TEAM_SHOTS_LAST_5,HOME_TEAM_SHOTS_ON_TARGET_LAST_5,AWAY_TEAM_SHOTS_ON_TARGET_LAST_5,H2H_HOME_TEAM_PTS,H2H_AWAY_TEAM_PTS,H2H_HOME_TEAM_GOALS,H2H_AWAY_TEAM_GOALS,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,DIFF_HA_H2H_PTS,DIFF_HA_H2H_GOALS,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Tottenham,Everton,2019/2020,2020-07-06,G Scott,3.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,-1.0,-2.0,45.0,44.0,9,11,60.0,47.0,16.0,16.0,5.0,2.0,9.0,5.0,1.0,-2.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,-2,13.0,0.0,3.0,4.0,1,0,0,0,0,33,33,Home Win,1.0,0.0,1.0,1.0
West Ham,Everton,2019/2020,2020-01-18,A Marriner,1.0,2.0,0.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,22.0,28.0,16,12,56.0,73.0,19.0,22.0,3.0,6.0,3.0,5.0,-1.0,-2.0,3.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,-6.0,4,-17.0,-3.0,-3.0,-2.0,0,0,0,0,6,22,23,Draw,1.0,1.0,0.0,2.0
Southampton,Everton,2019/2020,2019-11-09,P Tierney,0.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,3.0,-14.0,-2.0,8.0,11.0,18,16,47.0,59.0,20.0,29.0,3.0,3.0,3.0,3.0,-3.0,1.0,2.0,2.0,0.0,-2.0,-1.0,0.0,1.0,-12.0,-3.0,2,-12.0,-9.0,0.0,0.0,0,0,0,0,4,12,12,Home Loss,1.0,2.0,-1.0,3.0
Leicester,Everton,2019/2020,2019-12-01,G Scott,5.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,5.0,2.0,0.0,1.0,0.0,2.0,16.0,0.0,29.0,14.0,2,15,96.0,78.0,39.0,31.0,3.0,3.0,2.0,2.0,3.0,-1.0,-2.0,2.0,0.0,-2.0,3.0,-1.0,-2.0,16.0,15.0,-13,18.0,8.0,0.0,0.0,0,0,0,0,5,14,14,Home Win,2.0,1.0,1.0,3.0
Watford,Everton,2019/2020,2020-02-01,C Pawson,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,23.0,30.0,19,13,70.0,71.0,19.0,28.0,4.0,4.0,3.0,3.0,0.0,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,5.0,-7.0,6,-1.0,-9.0,0.0,0.0,0,0,0,0,7,25,25,Home Loss,2.0,3.0,-1.0,5.0
Sheffield United,Everton,2019/2020,2020-07-20,S Attwell,4.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,-3.0,54.0,46.0,8,11,38.0,44.0,16.0,12.0,3.0,0.0,2.0,0.0,2.0,-2.0,0.0,0.0,2.0,-2.0,2.0,-1.0,-1.0,7.0,8.0,-3,-6.0,4.0,3.0,2.0,0,0,1,0,0,37,37,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Watford,2019/2020,2019-12-14,A Marriner,5.0,0.0,0.0,3.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,3.0,10.0,-4.0,46.0,9.0,1,20,71.0,50.0,30.0,13.0,6.0,0.0,8.0,0.0,5.0,-3.0,-2.0,3.0,0.0,-3.0,4.0,-1.0,-3.0,14.0,37.0,-19,21.0,17.0,6.0,8.0,1,0,0,0,5,17,17,Home Win,2.0,0.0,2.0,2.0
Arsenal,Watford,2019/2020,2020-07-26,M Dean,4.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,-7.0,53.0,34.0,10,17,42.0,49.0,18.0,15.0,7.0,1.0,5.0,2.0,1.0,0.0,-1.0,2.0,0.0,-2.0,0.0,1.0,-1.0,8.0,19.0,-7,-7.0,3.0,6.0,3.0,1,0,0,0,0,38,38,Home Win,3.0,2.0,1.0,5.0
Aston Villa,Watford,2019/2020,2020-01-21,M Atkinson,2.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,-6.0,7.0,22.0,23.0,18,17,48.0,67.0,14.0,19.0,0.0,3.0,0.0,3.0,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-13.0,-1.0,1,-19.0,-5.0,-3.0,-3.0,0,0,1,0,6,24,24,Home Win,2.0,1.0,1.0,3.0
Chelsea,Watford,2019/2020,2020-07-04,K Friend,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,-1.0,54.0,28.0,4,17,91.0,50.0,38.0,17.0,9.0,0.0,7.0,2.0,1.0,-1.0,0.0,1.0,2.0,-3.0,2.0,0.0,-2.0,6.0,26.0,-13,41.0,21.0,9.0,5.0,1,0,0,0,0,33,33,Home Win,3.0,0.0,3.0,3.0
Norwich,Watford,2019/2020,2019-11-08,A Marriner,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0,-10.0,-3.0,7.0,5.0,19,20,58.0,48.0,12.0,15.0,0.0,0.0,0.0,0.0,2.0,-3.0,1.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-7.0,2.0,-1,10.0,-3.0,0.0,0.0,0,0,1,0,4,12,12,Home Loss,0.0,2.0,-2.0,2.0
Man United,Watford,2019/2020,2020-02-23,M Atkinson,2.0,3.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,38.0,24.0,7,18,70.0,57.0,25.0,14.0,6.0,3.0,4.0,4.0,-1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-1.0,0.0,1.0,14.0,-11,13.0,11.0,3.0,0.0,1,0,0,0,7,27,27,Home Win,3.0,0.0,3.0,3.0
West Ham,Watford,2019/2020,2020-07-17,M Atkinson,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,-4.0,34.0,34.0,16,17,77.0,51.0,25.0,16.0,6.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0,0.0,-1,26.0,9.0,3.0,3.0,0,0,0,0,0,36,36,Home Win,3.0,1.0,2.0,4.0
Southampton,Watford,2019/2020,2019-11-30,M Oliver,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,2.0,-11.0,-2.0,9.0,8.0,19,20,48.0,53.0,20.0,14.0,2.0,2.0,2.0,2.0,0.0,-2.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-9.0,1.0,-1,-5.0,6.0,0.0,0.0,0,0,0,0,4,14,14,Home Win,2.0,1.0,1.0,3.0
Crystal Palace,Watford,2019/2020,2020-03-07,A Taylor,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,-3.0,-2.0,36.0,27.0,12,18,59.0,45.0,17.0,13.0,1.0,7.0,2.0,4.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,9.0,-6,14.0,4.0,-6.0,-2.0,0,0,0,0,8,29,29,Home Win,1.0,0.0,1.0,1.0
Leicester,Watford,2019/2020,2019-12-04,C Pawson,5.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,3.0,16.0,-3.0,32.0,8.0,2,20,93.0,52.0,42.0,15.0,3.0,3.0,3.0,2.0,5.0,-3.0,-2.0,2.0,-1.0,-1.0,4.0,-1.0,-3.0,19.0,24.0,-18,41.0,27.0,0.0,1.0,0,0,0,0,5,15,15,Home Win,2.0,0.0,2.0,2.0
Burnley,Watford,2019/2020,2020-06-25,M Dean,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,-1.0,-1.0,39.0,28.0,11,16,55.0,44.0,25.0,17.0,4.0,4.0,4.0,3.0,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,11.0,-5,11.0,8.0,0.0,1.0,0,0,0,0,11,31,31,Home Win,1.0,0.0,1.0,1.0
Bournemouth,Watford,2019/2020,2020-01-12,M Dean,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,-6.0,4.0,20.0,19.0,18,19,39.0,53.0,10.0,16.0,5.0,2.0,7.0,3.0,-1.0,0.0,1.0,0.0,-1.0,1.0,-2.0,0.0,2.0,-10.0,1.0,-1,-14.0,-6.0,3.0,4.0,0,0,0,0,6,22,22,Home Loss,0.0,3.0,-3.0,3.0
Brighton,Watford,2019/2020,2020-02-08,K Friend,1.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,-3.0,2.0,26.0,23.0,16,19,75.0,61.0,23.0,15.0,4.0,4.0,3.0,2.0,-2.0,1.0,1.0,0.0,0.0,0.0,-2.0,2.0,0.0,-5.0,3.0,-3,14.0,8.0,0.0,1.0,0,0,0,0,7,26,26,Draw,1.0,1.0,0.0,2.0
Sheffield United,Watford,2019/2020,2019-12-26,D Coote,3.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,-3.0,28.0,12.0,5,20,45.0,42.0,18.0,12.0,1.0,1.0,0.0,0.0,3.0,-2.0,-1.0,0.0,3.0,-3.0,2.0,0.0,-2.0,5.0,16.0,-15,3.0,6.0,0.0,0.0,0,0,1,0,5,19,19,Draw,1.0,1.0,0.0,2.0
Liverpool,Wolves,2019/2020,2019-12-29,A Taylor,5.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,1.0,13.0,3.0,52.0,30.0,1,5,78.0,78.0,33.0,29.0,6.0,0.0,4.0,0.0,3.0,-2.0,-1.0,2.0,-2.0,0.0,2.0,-1.0,-1.0,10.0,22.0,-4,0.0,4.0,6.0,4.0,1,0,0,0,5,19,20,Home Win,1.0,0.0,1.0,1.0
Aston Villa,Wolves,2019/2020,2020-06-27,C Pawson,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,2.0,1.0,3.0,0.0,-7.0,7.0,27.0,49.0,17,6,44.0,64.0,14.0,19.0,0.0,3.0,1.0,2.0,0.0,-2.0,2.0,-2.0,0.0,2.0,-4.0,1.0,3.0,-14.0,-22.0,11,-20.0,-5.0,-3.0,-1.0,0,0,1,0,11,32,32,Home Loss,0.0,1.0,-1.0,1.0
Chelsea,Wolves,2019/2020,2020-07-26,S Attwell,5.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,63.0,59.0,4,6,82.0,55.0,30.0,19.0,4.0,4.0,7.0,5.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-2.0,4.0,-2,27.0,11.0,0.0,2.0,1,0,0,0,0,38,38,Home Win,2.0,0.0,2.0,2.0
Norwich,Wolves,2019/2020,2019-12-21,P Bankes,0.0,3.0,1.0,2.0,4.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,12.0,24.0,19,8,62.0,74.0,23.0,27.0,0.0,0.0,0.0,0.0,-3.0,-1.0,4.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-2.0,-12.0,11,-12.0,-4.0,0.0,0.0,0,0,1,0,5,18,18,Home Loss,1.0,2.0,-1.0,3.0
Man United,Wolves,2019/2020,2020-02-01,P Tierney,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,-2.0,34.0,34.0,6,5,70.0,53.0,26.0,17.0,2.0,5.0,3.0,4.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,0.0,1,17.0,9.0,-3.0,-1.0,1,0,0,0,7,25,25,Draw,0.0,0.0,0.0,0.0
Tottenham,Wolves,2019/2020,2020-03-01,S Attwell,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,40.0,39.0,7,8,62.0,66.0,24.0,19.0,6.0,3.0,6.0,6.0,2.0,-2.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1,-4.0,5.0,3.0,0.0,1,0,0,0,8,28,28,Home Loss,2.0,3.0,-1.0,5.0
West Ham,Wolves,2019/2020,2020-06-20,A Taylor,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,-2.0,4.0,27.0,43.0,17,7,50.0,73.0,23.0,17.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,-2.0,-1.0,3.0,-1.0,-2.0,3.0,-6.0,-16.0,10,-23.0,6.0,-9.0,-6.0,0,0,0,0,11,30,30,Home Loss,0.0,2.0,-2.0,2.0
Southampton,Wolves,2019/2020,2020-01-18,D England,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,6.0,0.0,28.0,31.0,11,7,64.0,69.0,29.0,22.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,6.0,-3.0,4,-5.0,7.0,0.0,0.0,0,0,0,0,6,23,23,Home Loss,2.0,3.0,-1.0,5.0
Burnley,Wolves,2019/2020,2020-07-15,M Dean,2.0,2.0,3.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,50.0,55.0,9,6,40.0,49.0,19.0,13.0,4.0,4.0,3.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,-5.0,3,-9.0,6.0,0.0,1.0,0,0,0,0,0,36,36,Draw,1.0,1.0,0.0,2.0
Bournemouth,Wolves,2019/2020,2019-11-23,S Hooper,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,-1.0,3.0,16.0,16.0,7,9,64.0,66.0,18.0,21.0,1.0,4.0,1.0,3.0,1.0,-1.0,0.0,1.0,-2.0,1.0,-1.0,-1.0,2.0,-4.0,0.0,-2,-2.0,-3.0,-3.0,-2.0,0,0,0,0,4,13,13,Home Loss,1.0,2.0,-1.0,3.0
Watford,Wolves,2019/2020,2020-01-01,A Madley,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,16.0,30.0,19,6,57.0,75.0,16.0,24.0,3.0,6.0,3.0,4.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,3.0,-14.0,13,-18.0,-8.0,-3.0,-1.0,0,0,0,0,6,21,21,Home Win,2.0,1.0,1.0,3.0
Brighton,Wolves,2019/2020,2019-12-08,J Moss,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,-2.0,4.0,18.0,23.0,12,5,66.0,85.0,21.0,30.0,4.0,1.0,1.0,0.0,1.0,-1.0,0.0,-2.0,-2.0,4.0,-1.0,-2.0,3.0,-6.0,-5.0,7,-19.0,-9.0,3.0,1.0,0,0,0,0,5,16,16,Draw,2.0,2.0,0.0,4.0
Sheffield United,Wolves,2019/2020,2020-07-08,M Atkinson,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,-4.0,2.0,48.0,52.0,9,6,33.0,50.0,11.0,12.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-3.0,1.0,2.0,-2.0,1.0,1.0,-6.0,-4.0,3,-17.0,-1.0,0.0,0.0,0,0,1,0,0,34,34,Home Win,1.0,0.0,1.0,1.0
Liverpool,Sheffield United,2019/2020,2020-01-02,P Tierney,5.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,1.0,13.0,2.0,55.0,29.0,1,8,73.0,47.0,29.0,12.0,3.0,0.0,1.0,0.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,11.0,26.0,-7,26.0,17.0,3.0,1.0,1,0,0,1,6,20,21,Home Win,2.0,0.0,2.0,2.0
Newcastle,Sheffield United,2019/2020,2020-06-21,D Coote,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,-4.0,3.0,35.0,44.0,13,6,68.0,55.0,20.0,17.0,3.0,0.0,2.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-7.0,-9.0,7,13.0,3.0,3.0,2.0,0,0,0,1,11,30,30,Home Win,3.0,0.0,3.0,3.0
Man City,Sheffield United,2019/2020,2019-12-29,C Kavanagh,4.0,3.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,6.0,2.0,38.0,29.0,3,7,83.0,52.0,35.0,18.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-2.0,1.0,0.0,-1.0,1.0,4.0,9.0,-4,31.0,17.0,0.0,0.0,1,0,0,1,5,20,20,Home Win,2.0,0.0,2.0,2.0
Arsenal,Sheffield United,2019/2020,2020-01-18,M Dean,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,-2.0,28.0,32.0,10,6,47.0,47.0,14.0,11.0,0.0,3.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,3.0,-4.0,4,0.0,3.0,-3.0,-1.0,1,0,0,1,6,23,23,Draw,1.0,1.0,0.0,2.0
Aston Villa,Sheffield United,2019/2020,2020-06-17,M Oliver,2.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,1.0,4.0,1.0,-7.0,2.0,25.0,43.0,19,5,60.0,54.0,16.0,17.0,0.0,3.0,0.0,2.0,0.0,-2.0,2.0,-1.0,0.0,1.0,-2.0,-1.0,3.0,-9.0,-18.0,14,6.0,-1.0,-3.0,-2.0,0,0,1,1,11,29,29,Draw,0.0,0.0,0.0,0.0
Norwich,Sheffield United,2019/2020,2019-12-08,S Hooper,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,-3.0,1.0,11.0,19.0,19,9,62.0,61.0,21.0,28.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,-3.0,3.0,0.0,-2.0,2.0,-4.0,-8.0,10,1.0,-7.0,0.0,0.0,0,0,1,1,5,16,16,Home Loss,1.0,2.0,-1.0,3.0
Wolves,Sheffield United,2019/2020,2019-12-01,D Coote,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,4.0,19.0,18.0,5,8,76.0,57.0,26.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3,19.0,2.0,0.0,0.0,0,0,0,1,5,14,14,Draw,1.0,1.0,0.0,2.0
Man United,Sheffield United,2019/2020,2020-06-24,A Taylor,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,7.0,-1.0,46.0,44.0,6,7,68.0,52.0,29.0,15.0,1.0,1.0,3.0,3.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,8.0,2.0,-1,16.0,14.0,0.0,0.0,1,0,0,1,11,31,31,Home Win,3.0,0.0,3.0,3.0
Tottenham,Sheffield United,2019/2020,2019-11-09,G Scott,3.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,-3.0,3.0,13.0,16.0,13,6,44.0,52.0,15.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-6.0,-3.0,7,-8.0,-2.0,0.0,0.0,1,0,0,1,4,12,12,Draw,1.0,1.0,0.0,2.0
Southampton,Sheffield United,2019/2020,2020-07-26,P Bankes,2.0,4.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,49.0,54.0,11,8,71.0,39.0,27.0,11.0,3.0,0.0,1.0,0.0,-2.0,0.0,2.0,2.0,0.0,-2.0,0.0,2.0,-2.0,2.0,-5.0,3,32.0,16.0,3.0,1.0,0,0,0,1,0,38,38,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Sheffield United,2019/2020,2020-02-01,A Madley,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,-2.0,-4.0,30.0,33.0,11,8,34.0,40.0,11.0,10.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,3.0,-2.0,2.0,-3.0,3,-6.0,1.0,-3.0,-1.0,0,0,0,1,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Sheffield United,2019/2020,2020-07-16,M Oliver,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,-1.0,3.0,59.0,54.0,4,7,67.0,37.0,19.0,16.0,3.0,0.0,2.0,1.0,-2.0,1.0,1.0,-1.0,1.0,0.0,-2.0,1.0,1.0,-4.0,5.0,-3,30.0,3.0,3.0,1.0,0,0,0,1,0,36,36,Home Win,2.0,0.0,2.0,2.0
Burnley,Sheffield United,2019/2020,2020-07-05,P Bankes,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,-3.0,-3.0,45.0,47.0,10,7,47.0,33.0,18.0,12.0,0.0,3.0,0.0,3.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-2.0,3,14.0,6.0,-3.0,-3.0,0,0,0,1,0,33,33,Draw,1.0,1.0,0.0,2.0
Brighton,Sheffield United,2019/2020,2019-12-21,R Jones,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,-2.0,1.0,20.0,25.0,13,7,67.0,50.0,28.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-4.0,4.0,-1.0,0.0,1.0,-3.0,-5.0,6,17.0,4.0,0.0,0.0,0,0,0,1,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Man United,2019/2020,2020-01-19,C Pawson,5.0,3.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,10.0,5.0,61.0,34.0,1,5,73.0,76.0,29.0,33.0,5.0,2.0,4.0,2.0,2.0,-2.0,0.0,2.0,0.0,-2.0,2.0,0.0,-2.0,5.0,27.0,-4,-3.0,-4.0,3.0,2.0,1,1,0,0,6,22,23,Home Win,2.0,0.0,2.0,2.0
Man City,Man United,2019/2020,2019-12-07,A Taylor,4.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,32.0,21.0,3,6,100.0,75.0,28.0,33.0,6.0,0.0,5.0,1.0,2.0,-3.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,11.0,-3,25.0,-5.0,6.0,4.0,1,1,0,0,5,16,16,Home Loss,1.0,2.0,-1.0,3.0
