HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Newcastle,Southampton,2012/2013,2013-02-24,C Foy,1.0,-3.0,2.0,0.0,-2.0,2.0,1.0,-2.0,1.0,-1.0,0.0,1,-8.0,3.0,0,0,0,1,7,27,27,Home Win,4.0,2.0,2.0,6.0
QPR,Southampton,2012/2013,2012-11-17,M Dean,-1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,3.0,-1.0,1,16.0,9.0,0,0,0,1,4,12,12,Home Loss,1.0,3.0,-2.0,4.0
Wigan,Southampton,2012/2013,2013-02-02,A Marriner,-2.0,-1.0,3.0,0.0,-2.0,2.0,0.0,-1.0,1.0,-2.0,-3.0,2,0.0,-2.0,0,0,0,1,7,25,25,Draw,2.0,2.0,0.0,4.0
Stoke,Southampton,2012/2013,2012-12-29,M Clattenburg,2.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,-2.0,4.0,12.0,-9,-22.0,-5.0,0,0,0,1,5,20,19,Draw,3.0,3.0,0.0,6.0
Aston Villa,Southampton,2012/2013,2013-01-12,M Halsey,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-2.0,2.0,-13.0,1.0,1,-16.0,-11.0,0,0,0,1,6,22,21,Home Loss,0.0,1.0,-1.0,1.0
Chelsea,Southampton,2012/2013,2013-01-16,M Oliver,-1.0,1.0,0.0,1.0,-2.0,1.0,3.0,-3.0,0.0,13.0,20.0,-12,45.0,32.0,1,0,0,1,6,22,22,Draw,2.0,2.0,0.0,4.0
Sunderland,Southampton,2012/2013,2013-05-12,M Dean,-2.0,2.0,0.0,0.0,-2.0,2.0,1.0,-1.0,0.0,0.0,-1.0,1,-18.0,-5.0,0,0,0,1,10,37,37,Draw,1.0,1.0,0.0,2.0
Swansea,Southampton,2012/2013,2013-04-20,M Halsey,0.0,-1.0,1.0,-1.0,0.0,1.0,-2.0,-1.0,3.0,-8.0,3.0,-3,-17.0,-17.0,0,0,0,1,9,33,34,Draw,0.0,0.0,0.0,0.0
Norwich,Southampton,2012/2013,2013-03-09,M Clattenburg,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,2.0,-2.0,-1.0,5.0,-3,-29.0,-9.0,0,0,0,1,8,29,29,Draw,0.0,0.0,0.0,0.0
Man United,Southampton,2012/2013,2013-01-30,L Mason,3.0,-2.0,-1.0,2.0,-2.0,0.0,3.0,-3.0,0.0,7.0,33.0,-14,19.0,16.0,1,0,0,1,6,24,24,Home Win,2.0,1.0,1.0,3.0
Tottenham,Southampton,2012/2013,2013-05-04,M Clattenburg,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,2.0,23.0,-8,0.0,6.0,1,0,0,1,10,35,36,Home Win,1.0,0.0,1.0,1.0
Reading,Southampton,2012/2013,2013-04-06,M Jones,0.0,-1.0,1.0,1.0,-3.0,2.0,-2.0,-1.0,3.0,-10.0,-11.0,8,-35.0,-29.0,0,0,1,1,9,32,32,Home Loss,0.0,2.0,-2.0,2.0
Fulham,Swansea,2012/2013,2012-12-29,A Marriner,-1.0,0.0,1.0,-2.0,1.0,1.0,0.0,-1.0,1.0,-7.0,-4.0,4,-14.0,-14.0,0,0,0,0,5,20,20,Home Loss,1.0,2.0,-1.0,3.0
Liverpool,Swansea,2012/2013,2013-02-17,H Webb,1.0,-2.0,1.0,1.0,-2.0,1.0,-1.0,0.0,1.0,-2.0,-1.0,2,25.0,11.0,1,0,0,0,7,27,27,Home Win,5.0,0.0,5.0,5.0
Newcastle,Swansea,2012/2013,2012-11-17,P Dowd,0.0,-1.0,1.0,,,,0.0,-1.0,1.0,-3.0,1.0,-1,-9.0,-14.0,0,0,0,0,4,12,12,Home Loss,1.0,2.0,-1.0,3.0
Wigan,Swansea,2012/2013,2013-05-07,K Friend,0.0,1.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,-8.0,9,2.0,10.0,0,0,0,0,10,36,36,Home Loss,2.0,3.0,-1.0,5.0
West Brom,Swansea,2012/2013,2013-03-09,L Mason,0.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-1.0,1.0,2.0,0.0,-1,-16.0,-16.0,0,0,0,0,8,29,29,Home Win,2.0,1.0,1.0,3.0
Arsenal,Swansea,2012/2013,2012-12-01,M Clattenburg,2.0,-2.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1,1.0,2.0,1,0,0,0,5,15,15,Home Loss,0.0,2.0,-2.0,2.0
Chelsea,Swansea,2012/2013,2013-04-28,M Clattenburg,2.0,0.0,-2.0,1.0,-1.0,0.0,3.0,-1.0,-2.0,9.0,20.0,-6,8.0,16.0,1,0,0,0,9,34,34,Home Win,2.0,0.0,2.0,2.0
Everton,Swansea,2012/2013,2013-01-12,P Dowd,1.0,-1.0,0.0,-2.0,2.0,0.0,2.0,-2.0,0.0,2.0,7.0,-5,-1.0,-2.0,0,0,0,0,6,22,22,Draw,0.0,0.0,0.0,0.0
Sunderland,Swansea,2012/2013,2013-01-29,A Marriner,2.0,-3.0,1.0,0.0,-2.0,2.0,1.0,-3.0,2.0,-2.0,-5.0,2,-4.0,2.0,0,0,0,0,6,24,24,Draw,0.0,0.0,0.0,0.0
Norwich,Swansea,2012/2013,2013-04-06,M Oliver,-2.0,3.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,4.0,-6.0,4,-13.0,1.0,0,0,0,0,9,32,32,Draw,2.0,2.0,0.0,4.0
Man United,Swansea,2012/2013,2013-05-12,J Moss,1.0,-1.0,0.0,3.0,0.0,-3.0,1.0,-1.0,0.0,5.0,39.0,-8,-4.0,-5.0,1,0,0,0,10,37,37,Home Win,2.0,1.0,1.0,3.0
Tottenham,Swansea,2012/2013,2012-12-16,M Dean,1.0,-3.0,2.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-2.0,3.0,-3,-15.0,-9.0,1,0,0,0,5,17,17,Home Win,1.0,0.0,1.0,1.0
Reading,Swansea,2012/2013,2012-12-26,M Jones,-1.0,0.0,1.0,-2.0,0.0,2.0,-2.0,-1.0,3.0,-11.0,-15.0,9,-23.0,-18.0,0,0,1,0,5,19,19,Draw,0.0,0.0,0.0,0.0
West Ham,Swansea,2012/2013,2013-02-02,L Probert,1.0,-2.0,1.0,-1.0,-2.0,3.0,-1.0,-2.0,3.0,-11.0,-7.0,5,-7.0,-4.0,0,0,1,0,7,25,25,Home Win,1.0,0.0,1.0,1.0
Fulham,Wigan,2012/2013,2013-01-12,M Clattenburg,0.0,0.0,0.0,-1.0,2.0,-1.0,0.0,1.0,-1.0,-1.0,6.0,-5,4.0,3.0,0,0,0,0,6,22,22,Draw,1.0,1.0,0.0,2.0
Liverpool,Wigan,2012/2013,2012-11-17,K Friend,0.0,0.0,0.0,,,,-1.0,3.0,-2.0,1.0,1.0,-2,22.0,4.0,1,0,0,0,4,12,12,Home Win,3.0,0.0,3.0,3.0
Newcastle,Wigan,2012/2013,2012-12-03,M Jones,0.0,-1.0,1.0,-1.0,4.0,-3.0,-2.0,1.0,1.0,-1.0,0.0,1,8.0,3.0,0,0,0,0,5,15,15,Home Win,3.0,0.0,3.0,3.0
QPR,Wigan,2012/2013,2013-04-07,P Dowd,0.0,2.0,-2.0,0.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-7.0,2,1.0,-7.0,0,0,0,0,9,32,31,Draw,1.0,1.0,0.0,2.0
Stoke,Wigan,2012/2013,2013-01-29,M Jones,1.0,1.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,-4.0,10.0,-8,-22.0,-8.0,0,0,0,0,6,24,24,Draw,2.0,2.0,0.0,4.0
West Brom,Wigan,2012/2013,2013-05-04,L Probert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,-10,0.0,-2.0,0,0,0,0,10,35,35,Home Loss,2.0,3.0,-1.0,5.0
Man City,Wigan,2012/2013,2013-04-17,J Moss,3.0,0.0,-3.0,1.0,-2.0,1.0,1.0,-1.0,0.0,5.0,34.0,-14,9.0,5.0,1,0,0,0,9,32,32,Home Win,1.0,0.0,1.0,1.0
Arsenal,Wigan,2012/2013,2013-05-14,M Dean,1.0,0.0,-1.0,2.0,-1.0,-1.0,2.0,1.0,-3.0,7.0,32.0,-14,3.0,5.0,1,0,0,0,10,37,37,Home Win,4.0,1.0,3.0,5.0
Aston Villa,Wigan,2012/2013,2012-12-29,K Friend,-1.0,1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-2.0,-4.0,3.0,-2,-22.0,-11.0,0,0,0,0,5,20,20,Home Loss,0.0,3.0,-3.0,3.0
Chelsea,Wigan,2012/2013,2013-02-09,M Dean,2.0,1.0,-3.0,3.0,-1.0,-2.0,2.0,-1.0,-1.0,9.0,25.0,-15,11.0,9.0,1,0,0,0,7,26,26,Home Win,4.0,1.0,3.0,5.0
Everton,Wigan,2012/2013,2012-12-26,L Mason,0.0,2.0,-2.0,-1.0,4.0,-3.0,2.0,2.0,-4.0,9.0,15.0,-13,6.0,11.0,0,0,0,0,5,19,19,Home Win,2.0,1.0,1.0,3.0
Norwich,Wigan,2012/2013,2012-12-15,L Probert,2.0,-1.0,-1.0,-1.0,4.0,-3.0,2.0,1.0,-3.0,10.0,7.0,-5,-16.0,-4.0,0,0,0,0,5,17,17,Home Win,2.0,1.0,1.0,3.0
Reading,Wigan,2012/2013,2013-02-23,P Dowd,3.0,1.0,-4.0,0.0,-2.0,2.0,3.0,-2.0,-1.0,6.0,2.0,-1,-32.0,-16.0,0,0,1,0,7,27,27,Home Loss,0.0,3.0,-3.0,3.0
West Ham,Wigan,2012/2013,2013-04-20,N Swarbrick,1.0,1.0,-2.0,0.0,-1.0,1.0,-1.0,2.0,-1.0,3.0,8.0,-7,-10.0,-14.0,0,0,1,0,9,34,33,Home Win,2.0,0.0,2.0,2.0
Fulham,West Ham,2012/2013,2013-01-30,C Foy,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,5.0,-2.0,2,-4.0,-8.0,0,0,0,1,6,24,24,Home Win,3.0,1.0,2.0,4.0
Liverpool,West Ham,2012/2013,2013-04-07,A Taylor,2.0,-1.0,-1.0,0.0,2.0,-2.0,2.0,0.0,-2.0,10.0,12.0,-4,15.0,10.0,1,0,0,1,9,32,31,Draw,0.0,0.0,0.0,0.0
Stoke,West Ham,2012/2013,2013-03-02,J Moss,0.0,1.0,-1.0,0.0,2.0,-2.0,0.0,1.0,-1.0,4.0,3.0,-3,-12.0,-11.0,0,0,0,1,8,28,28,Home Loss,0.0,1.0,-1.0,1.0
West Brom,West Ham,2012/2013,2012-12-16,P Dowd,1.0,-2.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,4.0,-5,-14.0,-12.0,0,0,0,1,5,17,17,Draw,0.0,0.0,0.0,0.0
Man City,West Ham,2012/2013,2013-04-27,H Webb,2.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-3.0,2.0,-2.0,26.0,-8,9.0,7.0,1,0,0,1,9,34,35,Home Win,2.0,1.0,1.0,3.0
Arsenal,West Ham,2012/2013,2013-01-23,A Marriner,1.0,-1.0,0.0,2.0,2.0,-4.0,1.0,0.0,-1.0,6.0,7.0,-5,-9.0,3.0,1,0,0,1,6,23,23,Home Win,5.0,1.0,4.0,6.0
Aston Villa,West Ham,2012/2013,2013-02-10,M Clattenburg,-2.0,0.0,2.0,1.0,2.0,-3.0,-1.0,2.0,-1.0,6.0,-9.0,8,-11.0,-4.0,0,0,0,1,7,26,26,Home Win,2.0,1.0,1.0,3.0
Chelsea,West Ham,2012/2013,2013-03-17,M Oliver,1.0,0.0,-1.0,2.0,1.0,-3.0,0.0,1.0,-1.0,3.0,19.0,-6,23.0,15.0,1,0,0,1,8,29,29,Home Win,2.0,0.0,2.0,2.0
Everton,West Ham,2012/2013,2013-05-12,P Dowd,2.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,17.0,-4,9.0,6.0,0,0,0,1,10,37,37,Home Win,2.0,0.0,2.0,2.0
Sunderland,West Ham,2012/2013,2013-01-12,N Swarbrick,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-2.0,-4.0,3,0.0,9.0,0,0,0,1,6,22,21,Home Win,3.0,0.0,3.0,3.0
Man United,West Ham,2012/2013,2012-11-28,M Jones,2.0,-2.0,0.0,3.0,-1.0,-2.0,3.0,-2.0,-1.0,6.0,11.0,-7,12.0,6.0,1,0,0,1,4,14,14,Home Win,1.0,0.0,1.0,1.0
Tottenham,West Ham,2012/2013,2012-11-25,A Marriner,0.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,-2.0,3.0,-9.0,-2.0,1,3.0,0.0,1,0,0,1,4,13,13,Home Win,3.0,1.0,2.0,4.0
Reading,West Ham,2012/2013,2012-12-29,M Oliver,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-7.0,-13.0,8,-16.0,-14.0,0,0,1,1,5,20,19,Home Win,1.0,0.0,1.0,1.0
Southampton,West Ham,2012/2013,2013-04-13,M Dean,1.0,0.0,-1.0,-1.0,2.0,-1.0,1.0,0.0,-1.0,4.0,0.0,1,17.0,6.0,0,0,1,1,9,33,32,Draw,1.0,1.0,0.0,2.0
Fulham,Man United,2012/2013,2013-02-02,K Friend,-3.0,2.0,1.0,-2.0,-1.0,3.0,-2.0,0.0,2.0,-8.0,-31.0,11,-1.0,-15.0,0,1,0,0,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
QPR,Man United,2012/2013,2013-02-23,A Taylor,-5.0,3.0,2.0,-2.0,1.0,1.0,-4.0,3.0,1.0,-8.0,-48.0,19,-8.0,-10.0,0,1,0,0,7,27,27,Home Loss,0.0,2.0,-2.0,2.0
Wigan,Man United,2012/2013,2013-01-01,A Marriner,-4.0,1.0,3.0,-2.0,-1.0,3.0,-3.0,0.0,3.0,-6.0,-31.0,17,-17.0,-17.0,0,1,0,0,6,21,21,Home Loss,0.0,4.0,-4.0,4.0
Stoke,Man United,2012/2013,2013-04-14,J Moss,-4.0,2.0,2.0,-4.0,-1.0,5.0,-4.0,1.0,3.0,-12.0,-43.0,14,-23.0,-21.0,0,1,0,0,9,33,32,Home Loss,0.0,2.0,-2.0,2.0
West Brom,Man United,2012/2013,2013-05-19,M Oliver,-1.0,1.0,0.0,-2.0,-1.0,3.0,-1.0,-1.0,2.0,-6.0,-40.0,7,3.0,8.0,0,1,0,0,10,38,38,Draw,5.0,5.0,0.0,10.0
Man City,Man United,2012/2013,2012-12-09,M Atkinson,0.0,1.0,-1.0,-2.0,3.0,-1.0,-1.0,2.0,-1.0,4.0,-3.0,1,-4.0,-9.0,1,1,0,0,5,16,16,Home Loss,2.0,3.0,-1.0,5.0
Arsenal,Man United,2012/2013,2013-04-28,P Dowd,0.0,1.0,-1.0,-1.0,-1.0,2.0,1.0,0.0,-1.0,2.0,-21.0,3,4.0,10.0,1,1,0,0,9,35,35,Draw,1.0,1.0,0.0,2.0
Sunderland,Man United,2012/2013,2013-03-30,K Friend,-4.0,3.0,1.0,-1.0,-2.0,3.0,-5.0,2.0,3.0,-14.0,-43.0,14,-9.0,-10.0,0,1,0,0,8,31,30,Home Loss,0.0,1.0,-1.0,1.0
Swansea,Man United,2012/2013,2012-12-23,M Oliver,-2.0,2.0,0.0,-2.0,1.0,1.0,-3.0,1.0,2.0,-5.0,-19.0,10,-4.0,-1.0,0,1,0,0,5,18,18,Draw,1.0,1.0,0.0,2.0
Norwich,Man United,2012/2013,2012-11-17,A Taylor,,,,-5.0,2.0,3.0,-3.0,2.0,1.0,-9.0,-16.0,15,-17.0,-14.0,0,1,0,0,4,12,12,Home Win,1.0,0.0,1.0,1.0
Tottenham,Man United,2012/2013,2013-01-20,C Foy,-1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-15.0,3,24.0,13.0,1,1,0,0,6,23,23,Draw,1.0,1.0,0.0,2.0
Reading,Man United,2012/2013,2012-12-01,M Halsey,-3.0,3.0,0.0,-4.0,2.0,2.0,-3.0,2.0,1.0,-5.0,-24.0,18,-13.0,-15.0,0,1,1,0,5,14,15,Home Loss,3.0,4.0,-1.0,7.0
West Ham,Man United,2012/2013,2013-04-17,L Probert,-2.0,1.0,1.0,-3.0,0.0,3.0,-2.0,2.0,0.0,-6.0,-42.0,10,-10.0,-2.0,0,1,1,0,9,33,33,Draw,2.0,2.0,0.0,4.0
Fulham,Stoke,2012/2013,2013-02-23,L Probert,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,5.0,-4.0,3,6.0,1.0,0,0,0,0,7,27,27,Home Win,1.0,0.0,1.0,1.0
Newcastle,Stoke,2012/2013,2013-03-10,A Marriner,1.0,-2.0,1.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,4.0,-3.0,4,18.0,19.0,0,0,0,0,8,29,29,Home Win,2.0,1.0,1.0,3.0
QPR,Stoke,2012/2013,2013-04-20,C Foy,0.0,1.0,-1.0,1.0,1.0,-2.0,1.0,0.0,-1.0,4.0,-10.0,5,17.0,17.0,0,0,0,0,9,34,34,Home Loss,0.0,2.0,-2.0,2.0
West Brom,Stoke,2012/2013,2012-12-01,K Friend,1.0,-2.0,1.0,2.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,7.0,-7,-5.0,2.0,0,0,0,0,5,15,15,Home Loss,0.0,1.0,-1.0,1.0
Man City,Stoke,2012/2013,2013-01-01,M Oliver,-1.0,0.0,1.0,1.0,-1.0,0.0,2.0,-4.0,2.0,0.0,13.0,-6,45.0,28.0,1,0,0,0,6,21,21,Home Win,3.0,0.0,3.0,3.0
Arsenal,Stoke,2012/2013,2013-02-02,C Foy,1.0,-1.0,0.0,1.0,1.0,-2.0,1.0,0.0,-1.0,10.0,8.0,-4,23.0,17.0,1,0,0,0,7,25,25,Home Win,1.0,0.0,1.0,1.0
Aston Villa,Stoke,2012/2013,2012-12-08,R East,-2.0,1.0,1.0,0.0,-2.0,2.0,-3.0,1.0,2.0,-9.0,-8.0,6,1.0,10.0,0,0,0,0,5,16,16,Draw,0.0,0.0,0.0,0.0
Everton,Stoke,2012/2013,2013-03-30,M Jones,2.0,0.0,-2.0,2.0,2.0,-4.0,1.0,0.0,-1.0,3.0,14.0,-6,21.0,20.0,0,0,0,0,8,30,31,Home Win,1.0,0.0,1.0,1.0
Sunderland,Stoke,2012/2013,2013-05-06,L Mason,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,6,-13.0,3.0,0,0,0,0,10,36,36,Draw,1.0,1.0,0.0,2.0
Swansea,Stoke,2012/2013,2013-01-19,M Dean,-2.0,1.0,1.0,2.0,-2.0,0.0,0.0,2.0,-2.0,6.0,1.0,-1,25.0,14.0,0,0,0,0,6,23,23,Home Win,3.0,1.0,2.0,4.0
Tottenham,Stoke,2012/2013,2012-12-22,L Mason,-1.0,-1.0,2.0,2.0,-2.0,0.0,1.0,-2.0,1.0,3.0,5.0,-5,37.0,28.0,1,0,0,0,5,18,18,Draw,0.0,0.0,0.0,0.0
West Ham,Stoke,2012/2013,2012-11-19,C Foy,,,,,,,1.0,-1.0,0.0,3.0,6.0,-8,5.0,5.0,0,0,1,0,4,12,12,Draw,1.0,1.0,0.0,2.0
Southampton,Stoke,2012/2013,2013-05-19,L Probert,1.0,0.0,-1.0,0.0,1.0,-1.0,-2.0,2.0,0.0,-4.0,-1.0,2,12.0,14.0,0,0,1,0,10,38,38,Draw,1.0,1.0,0.0,2.0
Fulham,QPR,2012/2013,2013-04-01,L Probert,2.0,-2.0,0.0,-1.0,1.0,0.0,0.0,2.0,-2.0,4.0,13.0,-9,-9.0,-7.0,0,0,0,0,9,30,31,Home Win,3.0,2.0,1.0,5.0
Liverpool,QPR,2012/2013,2013-05-19,M Atkinson,1.0,2.0,-3.0,2.0,0.0,-2.0,2.0,2.0,-4.0,14.0,33.0,-13,26.0,29.0,1,0,0,0,10,38,38,Home Win,1.0,0.0,1.0,1.0
Newcastle,QPR,2012/2013,2012-12-22,K Friend,2.0,-3.0,1.0,0.0,1.0,-1.0,0.0,-3.0,3.0,-2.0,7.0,-4,1.0,-2.0,0,0,0,0,5,18,18,Home Win,1.0,0.0,1.0,1.0
Wigan,QPR,2012/2013,2012-12-08,P Dowd,2.0,-2.0,0.0,1.0,-1.0,0.0,1.0,-2.0,1.0,-3.0,8.0,-4,-10.0,-14.0,0,0,0,0,5,16,16,Draw,2.0,2.0,0.0,4.0
Aston Villa,QPR,2012/2013,2013-03-16,K Friend,1.0,-3.0,2.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,-2,-13.0,-10.0,0,0,0,0,8,30,30,Home Win,3.0,2.0,1.0,5.0
Chelsea,QPR,2012/2013,2013-01-02,L Mason,0.0,1.0,-1.0,2.0,-1.0,-1.0,3.0,-1.0,-2.0,14.0,28.0,-17,22.0,21.0,1,0,0,0,6,20,21,Home Loss,0.0,1.0,-1.0,1.0
Everton,QPR,2012/2013,2013-04-13,L Mason,3.0,-2.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,3.0,28.0,-13,1.0,1.0,0,0,0,0,9,32,33,Home Win,2.0,0.0,2.0,2.0
Sunderland,QPR,2012/2013,2012-11-27,A Marriner,1.0,-1.0,0.0,0.0,3.0,-3.0,1.0,0.0,-1.0,4.0,8.0,-5,-13.0,-7.0,0,0,0,0,4,13,14,Draw,0.0,0.0,0.0,0.0
Swansea,QPR,2012/2013,2013-02-09,N Swarbrick,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,17.0,-12,27.0,14.0,0,0,0,0,7,26,26,Home Win,4.0,1.0,3.0,5.0
Man United,QPR,2012/2013,2012-11-24,L Probert,4.0,-3.0,-1.0,5.0,0.0,-5.0,4.0,-2.0,-2.0,8.0,23.0,-18,-4.0,2.0,1,0,0,0,4,13,13,Home Win,3.0,1.0,2.0,4.0
Reading,QPR,2012/2013,2013-04-28,K Friend,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1,-38.0,-23.0,0,0,1,0,9,35,35,Draw,0.0,0.0,0.0,0.0
West Ham,QPR,2012/2013,2013-01-19,H Webb,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,12.0,-9,1.0,-3.0,0,0,1,0,6,22,23,Draw,1.0,1.0,0.0,2.0
Southampton,QPR,2012/2013,2013-03-02,H Webb,2.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,4.0,10.0,-4,19.0,13.0,0,0,1,0,8,28,28,Home Loss,1.0,2.0,-1.0,3.0
Fulham,Chelsea,2012/2013,2013-04-17,M Dean,-1.0,0.0,1.0,0.0,1.0,-1.0,-1.0,2.0,-1.0,0.0,-18.0,7,-39.0,-28.0,0,1,0,0,9,33,32,Home Loss,0.0,3.0,-3.0,3.0
Liverpool,Chelsea,2012/2013,2013-04-21,K Friend,-1.0,0.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-6.0,-11.0,4,-4.0,-5.0,1,1,0,0,9,34,33,Draw,2.0,2.0,0.0,4.0
Newcastle,Chelsea,2012/2013,2013-02-02,H Webb,1.0,-3.0,2.0,-4.0,0.0,4.0,-1.0,-1.0,2.0,-9.0,-22.0,12,-22.0,-3.0,0,1,0,0,7,25,25,Home Win,3.0,2.0,1.0,5.0
Stoke,Chelsea,2012/2013,2013-01-12,A Marriner,2.0,-1.0,-1.0,-2.0,3.0,-1.0,-3.0,3.0,0.0,-12.0,-9.0,6,-54.0,-28.0,0,1,0,0,6,22,21,Home Loss,0.0,4.0,-4.0,4.0
West Brom,Chelsea,2012/2013,2012-11-17,M Oliver,0.0,0.0,0.0,,,,1.0,-2.0,1.0,-2.0,-4.0,1,-8.0,-11.0,0,1,0,0,4,12,12,Home Win,2.0,1.0,1.0,3.0
Man City,Chelsea,2012/2013,2013-02-24,A Marriner,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,-1,-16.0,-10.0,1,1,0,0,7,27,27,Home Win,2.0,0.0,2.0,2.0
Aston Villa,Chelsea,2012/2013,2013-05-11,L Mason,-3.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-29.0,10,-9.0,-3.0,0,1,0,0,10,37,37,Home Loss,1.0,2.0,-1.0,3.0
Everton,Chelsea,2012/2013,2012-12-30,H Webb,2.0,-1.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-1.0,-6.0,-2.0,4,-22.0,-18.0,0,1,0,0,5,20,19,Home Loss,1.0,2.0,-1.0,3.0
Sunderland,Chelsea,2012/2013,2012-12-08,M Halsey,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-2.0,1.0,1.0,-13.0,12,-3.0,1.0,0,1,0,0,5,15,16,Home Loss,1.0,3.0,-2.0,4.0
Norwich,Chelsea,2012/2013,2012-12-26,J Moss,4.0,-3.0,-1.0,-1.0,3.0,-2.0,1.0,-1.0,0.0,-6.0,-7.0,5,-21.0,-14.0,0,1,0,0,5,19,18,Home Loss,0.0,1.0,-1.0,1.0
Man United,Chelsea,2012/2013,2013-05-05,H Webb,-1.0,0.0,1.0,3.0,0.0,-3.0,-1.0,1.0,0.0,-1.0,20.0,-2,-4.0,-12.0,1,1,0,0,10,36,35,Home Loss,0.0,1.0,-1.0,1.0
Reading,Chelsea,2012/2013,2013-01-30,M Halsey,1.0,-2.0,1.0,-4.0,0.0,4.0,0.0,0.0,0.0,-4.0,-26.0,16,-55.0,-31.0,0,1,1,0,6,24,24,Draw,2.0,2.0,0.0,4.0
West Ham,Chelsea,2012/2013,2012-12-01,M Atkinson,-1.0,1.0,0.0,0.0,-1.0,1.0,1.0,-2.0,1.0,-1.0,-7.0,5,-13.0,-10.0,0,1,1,0,5,15,15,Home Win,3.0,1.0,2.0,4.0
Southampton,Chelsea,2012/2013,2013-03-30,J Moss,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-2.0,-24.0,13,-17.0,-15.0,0,1,1,0,8,31,30,Home Win,2.0,1.0,1.0,3.0
Fulham,Arsenal,2012/2013,2013-04-20,A Marriner,-1.0,-1.0,2.0,-2.0,2.0,0.0,-2.0,0.0,2.0,-10.0,-20.0,5,-30.0,-24.0,0,1,0,0,9,34,34,Home Loss,0.0,1.0,-1.0,1.0
Newcastle,Arsenal,2012/2013,2013-05-19,H Webb,0.0,-2.0,2.0,-4.0,2.0,2.0,-2.0,0.0,2.0,-13.0,-29.0,9,-20.0,-20.0,0,1,0,0,10,38,38,Home Loss,0.0,1.0,-1.0,1.0
