HOME_TEAM,AWAY_TEAM,SEASON,DATE,REFEREE,DIFF_HA_LAST_5_HOME_WINS,DIFF_HA_LAST_5_HOME_DRAWS,DIFF_HA_LAST_5_HOME_LOSSES,DIFF_HA_LAST_5_AWAY_WINS,DIFF_HA_LAST_5_AWAY_DRAWS,DIFF_HA_LAST_5_AWAY_LOSSES,DIFF_HA_LAST_5_WINS,DIFF_HA_LAST_5_DRAWS,DIFF_HA_LAST_5_LOSSES,DIFF_HA_GD_LAST_5,DIFF_HA_PTS_THIS_SEASON,DIFF_HA_CURRENT_POSITION,DIFF_HA_SHOTS_LAST_5,DIFF_HA_SHOTS_ON_TARGET_LAST_5,HOME_TEAM_BIG_6_FLAG,AWAY_TEAM_BIG_6_FLAG,HOME_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,AWAY_TEAM_PROMOTED_FROM_LAST_SEASON_FLAG,SEASON_MONTH_NUM,HOME_TEAM_GAME_NUM,AWAY_TEAM_GAME_NUM,RESULT,FTHG,FTAG,DIFF_HA_FT_GOALS,TOT_GOALS
Chelsea,Everton,2019/2020,2020-03-08,K Friend,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,1.0,0.0,-3.0,8.0,-7,7.0,-6.0,1,0,0,0,8,29,29,Home Win,4.0,0.0,4.0,4.0
Norwich,Everton,2019/2020,2020-06-24,A Madley,-1.0,-1.0,2.0,-1.0,0.0,1.0,0.0,-2.0,2.0,-4.0,-17.0,7,-16.0,-5.0,0,0,1,0,11,31,31,Home Loss,0.0,1.0,-1.0,1.0
Wolves,Everton,2019/2020,2020-07-12,A Taylor,0.0,-1.0,1.0,2.0,1.0,-3.0,1.0,-2.0,1.0,0.0,7.0,-5,-5.0,-5.0,0,0,0,0,0,35,35,Home Win,3.0,0.0,3.0,3.0
Man United,Everton,2019/2020,2019-12-15,M Oliver,1.0,2.0,-3.0,0.0,1.0,-1.0,1.0,2.0,-3.0,7.0,7.0,-9,-7.0,10.0,1,0,0,0,5,17,17,Draw,1.0,1.0,0.0,2.0
Tottenham,Everton,2019/2020,2020-07-06,G Scott,1.0,-2.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,-2,13.0,0.0,1,0,0,0,0,33,33,Home Win,1.0,0.0,1.0,1.0
West Ham,Everton,2019/2020,2020-01-18,A Marriner,-1.0,-2.0,3.0,1.0,-1.0,0.0,-1.0,-1.0,2.0,0.0,-6.0,4,-17.0,-3.0,0,0,0,0,6,22,23,Draw,1.0,1.0,0.0,2.0
Southampton,Everton,2019/2020,2019-11-09,P Tierney,-3.0,1.0,2.0,2.0,0.0,-2.0,-1.0,0.0,1.0,-12.0,-3.0,2,-12.0,-9.0,0,0,0,0,4,12,12,Home Loss,1.0,2.0,-1.0,3.0
Leicester,Everton,2019/2020,2019-12-01,G Scott,3.0,-1.0,-2.0,2.0,0.0,-2.0,3.0,-1.0,-2.0,16.0,15.0,-13,18.0,8.0,0,0,0,0,5,14,14,Home Win,2.0,1.0,1.0,3.0
Watford,Everton,2019/2020,2020-02-01,C Pawson,0.0,1.0,-1.0,0.0,-1.0,1.0,1.0,-1.0,0.0,5.0,-7.0,6,-1.0,-9.0,0,0,0,0,7,25,25,Home Loss,2.0,3.0,-1.0,5.0
Sheffield United,Everton,2019/2020,2020-07-20,S Attwell,2.0,-2.0,0.0,0.0,2.0,-2.0,2.0,-1.0,-1.0,7.0,8.0,-3,-6.0,4.0,0,0,1,0,0,37,37,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Watford,2019/2020,2019-12-14,A Marriner,5.0,-3.0,-2.0,3.0,0.0,-3.0,4.0,-1.0,-3.0,14.0,37.0,-19,21.0,17.0,1,0,0,0,5,17,17,Home Win,2.0,0.0,2.0,2.0
Arsenal,Watford,2019/2020,2020-07-26,M Dean,1.0,0.0,-1.0,2.0,0.0,-2.0,0.0,1.0,-1.0,8.0,19.0,-7,-7.0,3.0,1,0,0,0,0,38,38,Home Win,3.0,2.0,1.0,5.0
Aston Villa,Watford,2019/2020,2020-01-21,M Atkinson,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-13.0,-1.0,1,-19.0,-5.0,0,0,1,0,6,24,24,Home Win,2.0,1.0,1.0,3.0
Chelsea,Watford,2019/2020,2020-07-04,K Friend,1.0,-1.0,0.0,1.0,2.0,-3.0,2.0,0.0,-2.0,6.0,26.0,-13,41.0,21.0,1,0,0,0,0,33,33,Home Win,3.0,0.0,3.0,3.0
Norwich,Watford,2019/2020,2019-11-08,A Marriner,2.0,-3.0,1.0,0.0,-1.0,1.0,0.0,-2.0,2.0,-7.0,2.0,-1,10.0,-3.0,0,0,1,0,4,12,12,Home Loss,0.0,2.0,-2.0,2.0
Man United,Watford,2019/2020,2020-02-23,M Atkinson,-1.0,0.0,1.0,1.0,-2.0,1.0,1.0,-1.0,0.0,1.0,14.0,-11,13.0,11.0,1,0,0,0,7,27,27,Home Win,3.0,0.0,3.0,3.0
West Ham,Watford,2019/2020,2020-07-17,M Atkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,6.0,0.0,-1,26.0,9.0,0,0,0,0,0,36,36,Home Win,3.0,1.0,2.0,4.0
Southampton,Watford,2019/2020,2019-11-30,M Oliver,0.0,-2.0,2.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-9.0,1.0,-1,-5.0,6.0,0,0,0,0,4,14,14,Home Win,2.0,1.0,1.0,3.0
Crystal Palace,Watford,2019/2020,2020-03-07,A Taylor,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,9.0,-6,14.0,4.0,0,0,0,0,8,29,29,Home Win,1.0,0.0,1.0,1.0
Leicester,Watford,2019/2020,2019-12-04,C Pawson,5.0,-3.0,-2.0,2.0,-1.0,-1.0,4.0,-1.0,-3.0,19.0,24.0,-18,41.0,27.0,0,0,0,0,5,15,15,Home Win,2.0,0.0,2.0,2.0
Burnley,Watford,2019/2020,2020-06-25,M Dean,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,11.0,-5,11.0,8.0,0,0,0,0,11,31,31,Home Win,1.0,0.0,1.0,1.0
Bournemouth,Watford,2019/2020,2020-01-12,M Dean,-1.0,0.0,1.0,0.0,-1.0,1.0,-2.0,0.0,2.0,-10.0,1.0,-1,-14.0,-6.0,0,0,0,0,6,22,22,Home Loss,0.0,3.0,-3.0,3.0
Brighton,Watford,2019/2020,2020-02-08,K Friend,-2.0,1.0,1.0,0.0,0.0,0.0,-2.0,2.0,0.0,-5.0,3.0,-3,14.0,8.0,0,0,0,0,7,26,26,Draw,1.0,1.0,0.0,2.0
Sheffield United,Watford,2019/2020,2019-12-26,D Coote,3.0,-2.0,-1.0,0.0,3.0,-3.0,2.0,0.0,-2.0,5.0,16.0,-15,3.0,6.0,0,0,1,0,5,19,19,Draw,1.0,1.0,0.0,2.0
Liverpool,Wolves,2019/2020,2019-12-29,A Taylor,3.0,-2.0,-1.0,2.0,-2.0,0.0,2.0,-1.0,-1.0,10.0,22.0,-4,0.0,4.0,1,0,0,0,5,19,20,Home Win,1.0,0.0,1.0,1.0
Aston Villa,Wolves,2019/2020,2020-06-27,C Pawson,0.0,-2.0,2.0,-2.0,0.0,2.0,-4.0,1.0,3.0,-14.0,-22.0,11,-20.0,-5.0,0,0,1,0,11,32,32,Home Loss,0.0,1.0,-1.0,1.0
Chelsea,Wolves,2019/2020,2020-07-26,S Attwell,2.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-2.0,4.0,-2,27.0,11.0,1,0,0,0,0,38,38,Home Win,2.0,0.0,2.0,2.0
Norwich,Wolves,2019/2020,2019-12-21,P Bankes,-3.0,-1.0,4.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-2.0,-12.0,11,-12.0,-4.0,0,0,1,0,5,18,18,Home Loss,1.0,2.0,-1.0,3.0
Man United,Wolves,2019/2020,2020-02-01,P Tierney,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,2.0,0.0,1,17.0,9.0,1,0,0,0,7,25,25,Draw,0.0,0.0,0.0,0.0
Tottenham,Wolves,2019/2020,2020-03-01,S Attwell,2.0,-2.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1,-4.0,5.0,1,0,0,0,8,28,28,Home Loss,2.0,3.0,-1.0,5.0
West Ham,Wolves,2019/2020,2020-06-20,A Taylor,0.0,0.0,0.0,-2.0,-1.0,3.0,-1.0,-2.0,3.0,-6.0,-16.0,10,-23.0,6.0,0,0,0,0,11,30,30,Home Loss,0.0,2.0,-2.0,2.0
Southampton,Wolves,2019/2020,2020-01-18,D England,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,6.0,-3.0,4,-5.0,7.0,0,0,0,0,6,23,23,Home Loss,2.0,3.0,-1.0,5.0
Burnley,Wolves,2019/2020,2020-07-15,M Dean,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,-5.0,3,-9.0,6.0,0,0,0,0,0,36,36,Draw,1.0,1.0,0.0,2.0
Bournemouth,Wolves,2019/2020,2019-11-23,S Hooper,1.0,-1.0,0.0,1.0,-2.0,1.0,-1.0,-1.0,2.0,-4.0,0.0,-2,-2.0,-3.0,0,0,0,0,4,13,13,Home Loss,1.0,2.0,-1.0,3.0
Watford,Wolves,2019/2020,2020-01-01,A Madley,0.0,-1.0,1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,3.0,-14.0,13,-18.0,-8.0,0,0,0,0,6,21,21,Home Win,2.0,1.0,1.0,3.0
Brighton,Wolves,2019/2020,2019-12-08,J Moss,1.0,-1.0,0.0,-2.0,-2.0,4.0,-1.0,-2.0,3.0,-6.0,-5.0,7,-19.0,-9.0,0,0,0,0,5,16,16,Draw,2.0,2.0,0.0,4.0
Sheffield United,Wolves,2019/2020,2020-07-08,M Atkinson,1.0,-1.0,0.0,-3.0,1.0,2.0,-2.0,1.0,1.0,-6.0,-4.0,3,-17.0,-1.0,0,0,1,0,0,34,34,Home Win,1.0,0.0,1.0,1.0
Liverpool,Sheffield United,2019/2020,2020-01-02,P Tierney,2.0,-1.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,11.0,26.0,-7,26.0,17.0,1,0,0,1,6,20,21,Home Win,2.0,0.0,2.0,2.0
Newcastle,Sheffield United,2019/2020,2020-06-21,D Coote,-1.0,0.0,1.0,-1.0,0.0,1.0,-2.0,0.0,2.0,-7.0,-9.0,7,13.0,3.0,0,0,0,1,11,30,30,Home Win,3.0,0.0,3.0,3.0
Man City,Sheffield United,2019/2020,2019-12-29,C Kavanagh,1.0,-1.0,0.0,1.0,-2.0,1.0,0.0,-1.0,1.0,4.0,9.0,-4,31.0,17.0,1,0,0,1,5,20,20,Home Win,2.0,0.0,2.0,2.0
Arsenal,Sheffield United,2019/2020,2020-01-18,M Dean,-1.0,-1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,3.0,-4.0,4,0.0,3.0,1,0,0,1,6,23,23,Draw,1.0,1.0,0.0,2.0
Aston Villa,Sheffield United,2019/2020,2020-06-17,M Oliver,0.0,-2.0,2.0,-1.0,0.0,1.0,-2.0,-1.0,3.0,-9.0,-18.0,14,6.0,-1.0,0,0,1,1,11,29,29,Draw,0.0,0.0,0.0,0.0
Norwich,Sheffield United,2019/2020,2019-12-08,S Hooper,-1.0,0.0,1.0,0.0,-3.0,3.0,0.0,-2.0,2.0,-4.0,-8.0,10,1.0,-7.0,0,0,1,1,5,16,16,Home Loss,1.0,2.0,-1.0,3.0
Wolves,Sheffield United,2019/2020,2019-12-01,D Coote,0.0,2.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,-2.0,1.0,-3,19.0,2.0,0,0,0,1,5,14,14,Draw,1.0,1.0,0.0,2.0
Man United,Sheffield United,2019/2020,2020-06-24,A Taylor,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,8.0,2.0,-1,16.0,14.0,1,0,0,1,11,31,31,Home Win,3.0,0.0,3.0,3.0
Tottenham,Sheffield United,2019/2020,2019-11-09,G Scott,1.0,1.0,-2.0,-1.0,-2.0,3.0,-1.0,0.0,1.0,-6.0,-3.0,7,-8.0,-2.0,1,0,0,1,4,12,12,Draw,1.0,1.0,0.0,2.0
Southampton,Sheffield United,2019/2020,2020-07-26,P Bankes,-2.0,0.0,2.0,2.0,0.0,-2.0,0.0,2.0,-2.0,2.0,-5.0,3,32.0,16.0,0,0,0,1,0,38,38,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Sheffield United,2019/2020,2020-02-01,A Madley,0.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,3.0,-2.0,2.0,-3.0,3,-6.0,1.0,0,0,0,1,7,25,25,Home Loss,0.0,1.0,-1.0,1.0
Leicester,Sheffield United,2019/2020,2020-07-16,M Oliver,-2.0,1.0,1.0,-1.0,1.0,0.0,-2.0,1.0,1.0,-4.0,5.0,-3,30.0,3.0,0,0,0,1,0,36,36,Home Win,2.0,0.0,2.0,2.0
Burnley,Sheffield United,2019/2020,2020-07-05,P Bankes,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-2.0,3,14.0,6.0,0,0,0,1,0,33,33,Draw,1.0,1.0,0.0,2.0
Brighton,Sheffield United,2019/2020,2019-12-21,R Jones,1.0,0.0,-1.0,0.0,-4.0,4.0,-1.0,0.0,1.0,-3.0,-5.0,6,17.0,4.0,0,0,0,1,5,18,18,Home Loss,0.0,1.0,-1.0,1.0
Liverpool,Man United,2019/2020,2020-01-19,C Pawson,2.0,-2.0,0.0,2.0,0.0,-2.0,2.0,0.0,-2.0,5.0,27.0,-4,-3.0,-4.0,1,1,0,0,6,22,23,Home Win,2.0,0.0,2.0,2.0
Man City,Man United,2019/2020,2019-12-07,A Taylor,2.0,-3.0,1.0,1.0,0.0,-1.0,1.0,-1.0,0.0,1.0,11.0,-3,25.0,-5.0,1,1,0,0,5,16,16,Home Loss,1.0,2.0,-1.0,3.0
Arsenal,Man United,2019/2020,2020-01-01,C Kavanagh,-2.0,-1.0,3.0,-1.0,1.0,0.0,-2.0,1.0,1.0,-6.0,-7.0,8,-42.0,-28.0,1,1,0,0,6,21,21,Home Win,2.0,0.0,2.0,2.0
Aston Villa,Man United,2019/2020,2020-07-09,J Moss,-2.0,0.0,2.0,-2.0,0.0,2.0,-4.0,1.0,3.0,-15.0,-28.0,14,-14.0,-18.0,0,1,1,0,0,34,34,Home Loss,0.0,3.0,-3.0,3.0
Chelsea,Man United,2019/2020,2020-02-17,A Taylor,-1.0,0.0,1.0,0.0,1.0,-1.0,0.0,2.0,-2.0,4.0,6.0,-4,8.0,2.0,1,1,0,0,7,26,26,Home Loss,0.0,2.0,-2.0,2.0
Everton,Man United,2019/2020,2020-03-01,C Kavanagh,1.0,0.0,-1.0,0.0,2.0,-2.0,0.0,1.0,-1.0,1.0,-5.0,6,-7.0,1.0,0,1,0,0,8,28,28,Draw,1.0,1.0,0.0,2.0
Tottenham,Man United,2019/2020,2020-06-19,J Moss,0.0,-1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,2.0,-6.0,-4.0,3,-14.0,-5.0,1,1,0,0,11,30,30,Draw,1.0,1.0,0.0,2.0
Crystal Palace,Man United,2019/2020,2020-07-16,G Scott,-2.0,-1.0,3.0,-1.0,-2.0,3.0,-4.0,-1.0,5.0,-23.0,-17.0,9,-19.0,-18.0,0,1,0,0,0,36,36,Home Loss,0.0,2.0,-2.0,2.0
Leicester,Man United,2019/2020,2020-07-26,M Atkinson,-1.0,0.0,1.0,-3.0,0.0,3.0,-1.0,-1.0,2.0,-9.0,-1.0,2,11.0,-2.0,0,1,0,0,0,38,38,Home Loss,0.0,2.0,-2.0,2.0
Burnley,Man United,2019/2020,2019-12-28,M Dean,0.0,-3.0,3.0,0.0,-1.0,1.0,-1.0,-1.0,2.0,-10.0,-4.0,3,-60.0,-32.0,0,1,0,0,5,20,20,Home Loss,0.0,2.0,-2.0,2.0
Watford,Man United,2019/2020,2019-12-22,L Mason,-2.0,0.0,2.0,-1.0,0.0,1.0,-2.0,-2.0,4.0,-10.0,-16.0,14,-28.0,-20.0,0,1,0,0,5,18,18,Home Win,2.0,0.0,2.0,2.0
Brighton,Man United,2019/2020,2020-06-30,A Marriner,-2.0,2.0,0.0,-1.0,1.0,0.0,-2.0,1.0,1.0,-8.0,-16.0,10,-16.0,-14.0,0,1,0,0,11,32,32,Home Loss,0.0,3.0,-3.0,3.0
Sheffield United,Man United,2019/2020,2019-11-24,A Marriner,0.0,-2.0,2.0,0.0,3.0,-3.0,0.0,2.0,-2.0,2.0,1.0,-3,-22.0,-12.0,0,1,1,0,4,13,13,Draw,3.0,3.0,0.0,6.0
Liverpool,Southampton,2019/2020,2020-02-01,K Friend,2.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,5.0,39.0,-8,6.0,1.0,1,0,0,0,7,25,25,Home Win,4.0,0.0,4.0,4.0
Newcastle,Southampton,2019/2020,2019-12-08,D Coote,1.0,3.0,-4.0,0.0,-2.0,2.0,1.0,0.0,-1.0,2.0,4.0,-5,2.0,7.0,0,0,0,0,5,16,16,Home Win,2.0,1.0,1.0,3.0
Arsenal,Southampton,2019/2020,2019-11-23,S Attwell,2.0,2.0,-4.0,-1.0,1.0,0.0,1.0,1.0,-2.0,12.0,9.0,-12,17.0,-1.0,1,0,0,0,4,13,13,Draw,2.0,2.0,0.0,4.0
Aston Villa,Southampton,2019/2020,2019-12-21,C Pawson,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-4.0,0.0,1,-18.0,-7.0,0,0,1,0,5,18,18,Home Loss,1.0,3.0,-2.0,4.0
Chelsea,Southampton,2019/2020,2019-12-26,J Moss,1.0,0.0,-1.0,2.0,-2.0,0.0,-1.0,0.0,1.0,-3.0,14.0,-13,18.0,2.0,1,0,0,0,5,19,19,Home Loss,0.0,2.0,-2.0,2.0
Everton,Southampton,2019/2020,2020-07-09,L Mason,1.0,3.0,-4.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-6.0,1.0,-2,-17.0,-12.0,0,0,0,0,0,34,34,Draw,1.0,1.0,0.0,2.0
Norwich,Southampton,2019/2020,2020-06-19,K Friend,0.0,1.0,-1.0,-3.0,1.0,2.0,0.0,1.0,-1.0,2.0,-13.0,6,-18.0,0.0,0,0,1,0,11,30,30,Home Loss,0.0,3.0,-3.0,3.0
Man United,Southampton,2019/2020,2020-07-13,C Kavanagh,3.0,1.0,-4.0,0.0,1.0,-1.0,1.0,0.0,-1.0,8.0,14.0,-7,2.0,7.0,1,0,0,0,0,35,35,Draw,2.0,2.0,0.0,4.0
West Ham,Southampton,2019/2020,2020-02-29,A Taylor,0.0,1.0,-1.0,-3.0,0.0,3.0,-2.0,1.0,1.0,-6.0,-10.0,7,-46.0,-10.0,0,0,0,0,7,28,28,Home Win,3.0,1.0,2.0,4.0
Crystal Palace,Southampton,2019/2020,2020-01-21,A Marriner,-1.0,1.0,0.0,-2.0,2.0,0.0,-2.0,3.0,-1.0,-2.0,2.0,-4,-17.0,-11.0,0,0,0,0,6,24,24,Home Loss,0.0,2.0,-2.0,2.0
Leicester,Southampton,2019/2020,2020-01-11,L Mason,1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,1.0,-6.0,20.0,-10,-3.0,4.0,0,0,0,0,6,22,22,Home Loss,1.0,2.0,-1.0,3.0
Bournemouth,Southampton,2019/2020,2020-07-19,C Pawson,-1.0,2.0,-1.0,-2.0,-2.0,4.0,-1.0,-2.0,3.0,-7.0,-15.0,6,-13.0,-13.0,0,0,0,0,0,37,37,Home Loss,0.0,2.0,-2.0,2.0
Watford,Southampton,2019/2020,2020-06-28,M Oliver,0.0,2.0,-2.0,-2.0,1.0,1.0,-1.0,1.0,0.0,-2.0,-9.0,2,-29.0,-7.0,0,0,0,0,11,32,32,Home Loss,1.0,3.0,-2.0,4.0
Liverpool,West Ham,2019/2020,2020-02-24,J Moss,4.0,-1.0,-3.0,4.0,0.0,-4.0,5.0,-2.0,-3.0,17.0,52.0,-18,35.0,13.0,1,0,0,0,7,27,27,Home Win,3.0,2.0,1.0,5.0
Newcastle,West Ham,2019/2020,2020-07-05,C Pawson,1.0,1.0,-2.0,1.0,2.0,-3.0,1.0,2.0,-3.0,9.0,12.0,-3,17.0,8.0,0,0,0,0,0,33,33,Draw,2.0,2.0,0.0,4.0
Man City,West Ham,2019/2020,2020-02-19,K Friend,2.0,0.0,-2.0,3.0,0.0,-3.0,3.0,-1.0,-2.0,11.0,27.0,-16,55.0,15.0,1,0,0,0,7,26,26,Home Win,2.0,0.0,2.0,2.0
Arsenal,West Ham,2019/2020,2020-03-07,M Atkinson,2.0,-1.0,-1.0,1.0,4.0,-5.0,1.0,2.0,-3.0,8.0,10.0,-7,7.0,-2.0,1,0,0,0,8,28,29,Home Win,1.0,0.0,1.0,1.0
Chelsea,West Ham,2019/2020,2019-11-30,J Moss,1.0,0.0,-1.0,4.0,-2.0,-2.0,4.0,-1.0,-3.0,12.0,13.0,-13,28.0,10.0,1,0,0,0,4,14,14,Home Loss,0.0,1.0,-1.0,1.0
Norwich,West Ham,2019/2020,2020-07-11,K Friend,-1.0,-1.0,2.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-6.0,-10.0,3,-15.0,-12.0,0,0,1,0,0,35,35,Home Loss,0.0,4.0,-4.0,4.0
Wolves,West Ham,2019/2020,2019-12-04,A Marriner,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,2.0,-3.0,6.0,4.0,-7,34.0,6.0,0,0,0,0,5,15,15,Home Win,2.0,0.0,2.0,2.0
Man United,West Ham,2019/2020,2020-07-22,P Tierney,2.0,0.0,-2.0,2.0,1.0,-3.0,1.0,0.0,-1.0,5.0,25.0,-12,-7.0,4.0,1,0,0,0,0,37,37,Draw,1.0,1.0,0.0,2.0
Tottenham,West Ham,2019/2020,2020-06-23,C Pawson,0.0,-1.0,1.0,1.0,2.0,-3.0,0.0,2.0,-2.0,3.0,15.0,-10,19.0,4.0,1,0,0,0,11,31,31,Home Win,2.0,0.0,2.0,2.0
Southampton,West Ham,2019/2020,2019-12-14,M Atkinson,1.0,-1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-2.0,7.0,-1.0,1,29.0,5.0,0,0,0,0,5,17,17,Home Loss,0.0,1.0,-1.0,1.0
Crystal Palace,West Ham,2019/2020,2019-12-26,A Marriner,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,2.0,-2.0,5.0,4.0,-3,0.0,-7.0,0,0,0,0,5,19,18,Home Win,2.0,1.0,1.0,3.0
Leicester,West Ham,2019/2020,2020-01-22,D Coote,1.0,1.0,-2.0,2.0,0.0,-2.0,1.0,-1.0,0.0,-3.0,22.0,-13,-1.0,10.0,0,0,0,0,6,24,23,Home Win,4.0,1.0,3.0,5.0
Burnley,West Ham,2019/2020,2019-11-09,K Friend,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,3,-11.0,-9.0,0,0,0,0,4,12,12,Home Win,3.0,0.0,3.0,3.0
Sheffield United,West Ham,2019/2020,2020-01-10,M Oliver,2.0,1.0,-3.0,0.0,2.0,-2.0,0.0,1.0,-1.0,-2.0,7.0,-7,-19.0,-10.0,0,0,1,0,6,22,21,Home Win,1.0,0.0,1.0,1.0
Liverpool,Bournemouth,2019/2020,2020-03-07,P Tierney,3.0,-1.0,-2.0,5.0,0.0,-5.0,2.0,-1.0,-1.0,6.0,52.0,-16,20.0,8.0,1,0,0,0,8,29,29,Home Win,2.0,1.0,1.0,3.0
Newcastle,Bournemouth,2019/2020,2019-11-09,M Atkinson,0.0,0.0,0.0,-1.0,-1.0,2.0,1.0,-2.0,1.0,-4.0,-4.0,8,-16.0,-7.0,0,0,0,0,4,12,12,Home Win,2.0,1.0,1.0,3.0
Man City,Bournemouth,2019/2020,2020-07-15,L Mason,4.0,-2.0,-2.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,16.0,41.0,-16,58.0,21.0,1,0,0,0,0,36,36,Home Win,2.0,1.0,1.0,3.0
Chelsea,Bournemouth,2019/2020,2019-12-14,G Scott,2.0,-2.0,0.0,4.0,-1.0,-3.0,2.0,0.0,-2.0,6.0,13.0,-11,39.0,12.0,1,0,0,0,5,17,17,Home Loss,0.0,1.0,-1.0,1.0
Everton,Bournemouth,2019/2020,2020-07-26,C Kavanagh,0.0,2.0,-2.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,18.0,-7,-10.0,-3.0,0,0,0,0,0,38,38,Home Loss,1.0,3.0,-2.0,4.0
Norwich,Bournemouth,2019/2020,2020-01-18,P Tierney,-1.0,2.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,4.0,-6.0,1,19.0,13.0,0,0,1,0,6,23,23,Home Win,1.0,0.0,1.0,1.0
Wolves,Bournemouth,2019/2020,2020-06-24,M Oliver,-1.0,1.0,0.0,2.0,1.0,-3.0,3.0,1.0,-4.0,13.0,19.0,-12,20.0,4.0,0,0,0,0,11,31,31,Home Win,1.0,0.0,1.0,1.0
Man United,Bournemouth,2019/2020,2020-07-04,M Dean,1.0,0.0,-1.0,1.0,2.0,-3.0,3.0,1.0,-4.0,15.0,25.0,-13,22.0,18.0,1,0,0,0,0,33,33,Home Win,5.0,2.0,3.0,7.0
Tottenham,Bournemouth,2019/2020,2019-11-30,L Mason,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-2,-4.0,1.0,1,0,0,0,4,14,14,Home Win,3.0,2.0,1.0,5.0
West Ham,Bournemouth,2019/2020,2020-01-01,G Scott,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0,13.0,9.0,0,0,0,0,6,20,21,Home Win,4.0,0.0,4.0,4.0
Crystal Palace,Bournemouth,2019/2020,2019-12-03,A Taylor,-1.0,-1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,2.0,-2,-24.0,-6.0,0,0,0,0,5,15,15,Home Win,1.0,0.0,1.0,1.0
Burnley,Bournemouth,2019/2020,2020-02-22,M Dean,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0,-2.0,3.0,8.0,-6,-9.0,2.0,0,0,0,0,7,27,27,Home Win,3.0,0.0,3.0,3.0
Brighton,Bournemouth,2019/2020,2019-12-28,P Tierney,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,3.0,0.0,-1,33.0,21.0,0,0,0,0,5,20,20,Home Win,2.0,0.0,2.0,2.0
Sheffield United,Bournemouth,2019/2020,2020-02-09,J Moss,1.0,0.0,-1.0,1.0,1.0,-2.0,0.0,1.0,-1.0,4.0,10.0,-9,-4.0,-2.0,0,0,1,0,7,26,26,Home Win,2.0,1.0,1.0,3.0
Liverpool,Crystal Palace,2019/2020,2020-06-24,M Atkinson,3.0,-1.0,-2.0,2.0,-2.0,0.0,-1.0,1.0,0.0,-3.0,41.0,-8,16.0,4.0,1,0,0,0,11,31,31,Home Win,4.0,0.0,4.0,4.0
Newcastle,Crystal Palace,2019/2020,2019-12-21,S Hooper,1.0,2.0,-3.0,0.0,-2.0,2.0,0.0,-1.0,1.0,-2.0,-1.0,1,0.0,4.0,0,0,0,0,5,18,18,Home Win,1.0,0.0,1.0,1.0
